eng.hca.amr	0.9282051282051282	0.9055659787367104	0.9167458056346947
eng.hca.amr	0.924203821656051	0.9074421513445904	0.9157462922057432
eng.hca.amr	0.9007989347536618	0.8461538461538461	0.8726217349242181
eng.hca.amr	0.8948412698412699	0.8461538461538461	0.8698167791706847
eng.hca.amr	0.9360580092287409	0.8880550343964978	0.9114249037227214
eng.hca.amr	0.8846380223660977	0.9399624765478424	0.91146149181322
eng.hca.amr	0.912232204561161	0.8255159474671669	0.8667104399212082
eng.hca.amr	0.8682080924855491	0.9393370856785491	0.9023730850105136
eng.hca.amr	0.9051903114186851	0.8180112570356473	0.8593955321944808
eng.hca.amr	0.9058171745152355	0.8180112570356473	0.8596779493920473
eng.hca.amr	0.9124391938846421	0.8211382113821138	0.8643844634628044
eng.hca.amr	0.8954635108481263	0.851782363977486	0.8730769230769231
eng.hca.amr	0.8865845755022683	0.8555347091932458	0.870782940802037
eng.hca.amr	0.8897058823529411	0.8323952470293934	0.8600969305331179
eng.hca.amr	0.9150943396226415	0.8492808005003127	0.8809601037950049
